country_id,date,value
465,1985-01-01,-0.1
982,1985-01-01,
883,1985-01-01,4.4
948,1985-01-01,6.4
351,1985-01-01,12.6
43,1985-01-01,4.3
524,1985-01-01,5.8
298,1985-01-01,
257,1985-01-01,-9.8
24,1985-01-01,3.3
738,1985-01-01,
763,1985-01-01,10.3
340,1985-01-01,-6.7
39,1985-01-01,-0.6
334,1985-01-01,
135,1985-01-01,
558,1985-01-01,-3.1
983,1985-01-01,
467,1985-01-01,-1.2
71,1985-01-01,
839,1985-01-01,2.4
492,1985-01-01,5.0
162,1985-01-01,-0.6
340,1985-01-01,-0.9
43,1985-01-01,2.3
389,1985-01-01,3.7
643,1985-01-01,7.3
568,1985-01-01,9.3
720,1985-01-01,4.8
372,1985-01-01,
269,1985-01-01,4.6
663,1985-01-01,4.6
956,1985-01-01,
203,1985-01-01,3.7
607,1985-01-01,5.6
98,1985-01-01,-4.1
850,1985-01-01,5.7
531,1985-01-01,
765,1985-01-01,
939,1985-01-01,4.3
170,1985-01-01,-3.0
809,1985-01-01,
313,1985-01-01,-2.5
721,1985-01-01,3.7
476,1985-01-01,4.2
879,1985-01-01,0.3
758,1985-01-01,
655,1985-01-01,1.0
372,1985-01-01,0.9
39,1985-01-01,5.6
916,1985-01-01,
698,1985-01-01,
902,1985-01-01,1.2
515,1985-01-01,
507,1986-01-01,
101,1986-01-01,5.6
581,1986-01-01,-0.2
283,1986-01-01,
383,1986-01-01,2.9
492,1986-01-01,11.5
214,1986-01-01,7.1
944,1986-01-01,
686,1986-01-01,
145,1986-01-01,2.4
907,1986-01-01,2.3
736,1986-01-01,
201,1986-01-01,2.6
768,1986-01-01,0.5
286,1986-01-01,4.2
377,1986-01-01,5.1
4,1986-01-01,3.6
587,1986-01-01,1.8
360,1986-01-01,7.3
473,1986-01-01,2.7
259,1986-01-01,8.0
694,1986-01-01,-2.6
263,1986-01-01,
713,1986-01-01,8.6
108,1986-01-01,7.5
5,1986-01-01,-2.7
574,1986-01-01,5.3
467,1986-01-01,8.0
312,1986-01-01,3.2
549,1986-01-01,2.9
366,1986-01-01,
239,1986-01-01,6.8
443,1986-01-01,2.1
560,1986-01-01,7.2
689,1986-01-01,6.0
367,1986-01-01,5.6
441,1986-01-01,8.9
181,1986-01-01,5.8
640,1986-01-01,2.2
135,1986-01-01,4.7
366,1986-01-01,2.3
169,1986-01-01,5.5
815,1986-01-01,
966,1986-01-01,3.6
172,1986-01-01,
79,1986-01-01,4.8
604,1986-01-01,4.9
175,1986-01-01,
683,1986-01-01,7.1
848,1986-01-01,3.5
852,1986-01-01,3.1
646,1986-01-01,4.8
531,1986-01-01,0.2
217,1986-01-01,-2.3
641,1986-01-01,
426,1986-01-01,
625,1986-01-01,18.6
19,1986-01-01,9.7
208,1986-01-01,6.6
68,1986-01-01,2.7
52,1986-01-01,2.3
157,1986-01-01,-2.1
469,1986-01-01,2.4
183,1986-01-01,
708,1986-01-01,2.4
858,1986-01-01,6.2
195,1986-01-01,0.5
145,1986-01-01,7.4
294,1986-01-01,0.1
932,1986-01-01,3.1
72,1986-01-01,-1.0
517,1986-01-01,-0.2
500,1986-01-01,0.3
84,1986-01-01,5.3
767,1986-01-01,11.1
837,1986-01-01,1.5
997,1986-01-01,6.3
346,1986-01-01,4.8
312,1986-01-01,7.2
472,1986-01-01,-9.8
902,1986-01-01,
824,1986-01-01,0.4
665,1986-01-01,3.6
91,1986-01-01,2.7
831,1986-01-01,7.0
894,1986-01-01,3.3
480,1986-01-01,5.9
485,1986-01-01,
567,1986-01-01,7.0
484,1986-01-01,1.0
24,1986-01-01,11.3
499,1986-01-01,
392,1986-01-01,8.6
743,1986-01-01,
140,1986-01-01,4.8
751,1986-01-01,
41,1986-01-01,-6.8
646,1986-01-01,3.8
360,1986-01-01,
822,1986-01-01,-11.4
218,1986-01-01,
235,1986-01-01,10.0
723,1986-01-01,
742,1986-01-01,2.0
715,1986-01-01,-0.2
186,1986-01-01,1.2
892,1986-01-01,8.6
125,1986-01-01,6.1
338,1986-01-01,3.8
841,1986-01-01,
529,1986-01-01,
526,1986-01-01,9.7
92,1986-01-01,-3.9
909,1986-01-01,
18,1986-01-01,
871,1986-01-01,9.4
273,1986-01-01,
515,1986-01-01,8.3
859,1986-01-01,-2.3
359,1986-01-01,
135,1986-01-01,
101,1986-01-01,
768,1986-01-01,4.6
790,1986-01-01,3.1
774,1986-01-01,1.8
211,1986-01-01,-1.0
859,1986-01-01,6.4
555,1986-01-01,
680,1986-01-01,
16,1986-01-01,4.0
427,1986-01-01,2.1
282,1986-01-01,6.4
356,1986-01-01,
900,1986-01-01,3.6
205,1986-01-01,5.7
644,1986-01-01,0.3
61,1986-01-01,12.1
256,1986-01-01,3.4
616,1986-01-01,3.5
775,1986-01-01,3.3
913,1986-01-01,8.2
587,1986-01-01,3.7
465,1986-01-01,2.4
982,1986-01-01,
883,1986-01-01,5.5
948,1986-01-01,8.8
351,1986-01-01,14.4
43,1986-01-01,5.4
524,1986-01-01,4.8
298,1986-01-01,
257,1986-01-01,17.0
24,1986-01-01,3.1
738,1986-01-01,
763,1986-01-01,0.8
340,1986-01-01,0.1
39,1986-01-01,1.3
334,1986-01-01,
135,1986-01-01,
558,1986-01-01,-0.2
983,1986-01-01,
467,1986-01-01,0.0
71,1986-01-01,
839,1986-01-01,3.4
492,1986-01-01,4.3
162,1986-01-01,9.9
340,1986-01-01,-2.4
43,1986-01-01,3.0
389,1986-01-01,1.8
643,1986-01-01,-4.8
568,1986-01-01,-5.8
720,1986-01-01,11.5
372,1986-01-01,
269,1986-01-01,6.6
663,1986-01-01,5.5
956,1986-01-01,
203,1986-01-01,3.3
607,1986-01-01,8.8
98,1986-01-01,-3.3
850,1986-01-01,-1.5
531,1986-01-01,
765,1986-01-01,
939,1986-01-01,6.9
170,1986-01-01,0.9
809,1986-01-01,
313,1986-01-01,-19.3
721,1986-01-01,2.6
476,1986-01-01,3.5
879,1986-01-01,7.5
758,1986-01-01,
655,1986-01-01,-0.1
372,1986-01-01,6.1
39,1986-01-01,3.4
916,1986-01-01,
698,1986-01-01,
902,1986-01-01,1.7
515,1986-01-01,
507,1987-01-01,
101,1987-01-01,-0.8
581,1987-01-01,-0.7
283,1987-01-01,
383,1987-01-01,4.1
492,1987-01-01,6.6
214,1987-01-01,2.5
944,1987-01-01,
686,1987-01-01,16.1
145,1987-01-01,4.9
907,1987-01-01,1.7
736,1987-01-01,
201,1987-01-01,3.7
768,1987-01-01,-1.2
286,1987-01-01,3.7
377,1987-01-01,2.6
4,1987-01-01,2.8
587,1987-01-01,2.3
360,1987-01-01,22.0
473,1987-01-01,-2.1
259,1987-01-01,20.2
694,1987-01-01,2.5
263,1987-01-01,
713,1987-01-01,14.9
108,1987-01-01,3.6
5,1987-01-01,2.0
574,1987-01-01,4.7
467,1987-01-01,-0.2
312,1987-01-01,5.5
549,1987-01-01,4.3
366,1987-01-01,
239,1987-01-01,-2.2
443,1987-01-01,4.1
560,1987-01-01,0.0
689,1987-01-01,3.6
367,1987-01-01,6.6
441,1987-01-01,11.7
181,1987-01-01,5.4
640,1987-01-01,2.2
135,1987-01-01,2.7
366,1987-01-01,2.3
169,1987-01-01,4.8
815,1987-01-01,
966,1987-01-01,7.1
172,1987-01-01,
79,1987-01-01,-0.5
604,1987-01-01,0.3
175,1987-01-01,
683,1987-01-01,6.3
848,1987-01-01,10.1
852,1987-01-01,-6.0
646,1987-01-01,4.3
531,1987-01-01,2.5
217,1987-01-01,4.4
641,1987-01-01,
426,1987-01-01,
625,1987-01-01,10.0
19,1987-01-01,13.9
208,1987-01-01,-7.2
68,1987-01-01,3.6
52,1987-01-01,2.6
157,1987-01-01,-15.4
469,1987-01-01,2.8
183,1987-01-01,
708,1987-01-01,1.5
858,1987-01-01,6.7
195,1987-01-01,-2.3
145,1987-01-01,9.1
294,1987-01-01,3.6
932,1987-01-01,3.3
72,1987-01-01,5.6
517,1987-01-01,-0.1
500,1987-01-01,-0.4
84,1987-01-01,6.6
767,1987-01-01,13.4
837,1987-01-01,4.1
997,1987-01-01,8.5
346,1987-01-01,4.0
312,1987-01-01,6.6
472,1987-01-01,-0.2
902,1987-01-01,
824,1987-01-01,3.6
665,1987-01-01,7.5
91,1987-01-01,3.1
831,1987-01-01,7.7
894,1987-01-01,4.7
480,1987-01-01,2.7
485,1987-01-01,
567,1987-01-01,5.8
484,1987-01-01,0.4
24,1987-01-01,12.7
499,1987-01-01,
392,1987-01-01,8.1
743,1987-01-01,
140,1987-01-01,-1.0
751,1987-01-01,
41,1987-01-01,16.7
646,1987-01-01,2.7
360,1987-01-01,
822,1987-01-01,-14.7
218,1987-01-01,
235,1987-01-01,4.0
723,1987-01-01,
742,1987-01-01,1.2
715,1987-01-01,1.6
186,1987-01-01,5.4
892,1987-01-01,8.9
125,1987-01-01,2.5
338,1987-01-01,5.7
841,1987-01-01,
529,1987-01-01,
526,1987-01-01,10.2
92,1987-01-01,2.1
909,1987-01-01,
18,1987-01-01,
871,1987-01-01,3.5
273,1987-01-01,
515,1987-01-01,-2.5
859,1987-01-01,14.7
359,1987-01-01,
135,1987-01-01,
101,1987-01-01,
768,1987-01-01,1.7
790,1987-01-01,1.9
774,1987-01-01,2.4
211,1987-01-01,-0.7
859,1987-01-01,0.1
555,1987-01-01,
680,1987-01-01,
16,1987-01-01,1.8
427,1987-01-01,-4.0
282,1987-01-01,5.8
356,1987-01-01,
900,1987-01-01,-1.8
205,1987-01-01,2.8
644,1987-01-01,4.1
61,1987-01-01,7.7
256,1987-01-01,4.3
616,1987-01-01,2.3
775,1987-01-01,7.6
913,1987-01-01,4.9
587,1987-01-01,0.9
465,1987-01-01,0.8
982,1987-01-01,
883,1987-01-01,-0.3
948,1987-01-01,8.3
351,1987-01-01,3.9
43,1987-01-01,0.6
524,1987-01-01,0.5
298,1987-01-01,
257,1987-01-01,-6.6
24,1987-01-01,6.1
738,1987-01-01,
763,1987-01-01,4.9
340,1987-01-01,2.4
39,1987-01-01,10.8
334,1987-01-01,
135,1987-01-01,
558,1987-01-01,8.4
983,1987-01-01,
467,1987-01-01,2.1
71,1987-01-01,
839,1987-01-01,5.7
492,1987-01-01,1.5
162,1987-01-01,6.5
340,1987-01-01,-8.8
43,1987-01-01,3.3
389,1987-01-01,1.5
643,1987-01-01,1.3
568,1987-01-01,-2.9
720,1987-01-01,12.8
372,1987-01-01,
269,1987-01-01,5.9
663,1987-01-01,9.5
956,1987-01-01,
203,1987-01-01,-2.5
607,1987-01-01,1.7
98,1987-01-01,-4.6
850,1987-01-01,6.7
531,1987-01-01,
765,1987-01-01,
939,1987-01-01,10.0
170,1987-01-01,4.0
809,1987-01-01,
313,1987-01-01,5.3
721,1987-01-01,5.2
476,1987-01-01,3.5
879,1987-01-01,5.9
758,1987-01-01,
655,1987-01-01,-2.9
372,1987-01-01,4.8
39,1987-01-01,2.5
916,1987-01-01,
698,1987-01-01,
902,1987-01-01,1.5
515,1987-01-01,
507,1988-01-01,
101,1988-01-01,-1.4
581,1988-01-01,-1.9
283,1988-01-01,
383,1988-01-01,6.1
492,1988-01-01,5.2
214,1988-01-01,-2.0
944,1988-01-01,
686,1988-01-01,18.6
145,1988-01-01,4.3
907,1988-01-01,1.0
736,1988-01-01,
201,1988-01-01,2.3
768,1988-01-01,6.0
286,1988-01-01,2.2
377,1988-01-01,3.5
4,1988-01-01,5.3
587,1988-01-01,4.7
360,1988-01-01,10.9
473,1988-01-01,3.4
259,1988-01-01,15.1
694,1988-01-01,2.9
263,1988-01-01,
713,1988-01-01,23.4
108,1988-01-01,0.3
5,1988-01-01,1.1
574,1988-01-01,2.4
467,1988-01-01,5.8
312,1988-01-01,5.0
549,1988-01-01,6.0
366,1988-01-01,9.6
239,1988-01-01,-7.9
443,1988-01-01,4.4
560,1988-01-01,1.7
689,1988-01-01,7.5
367,1988-01-01,7.3
441,1988-01-01,11.2
181,1988-01-01,4.1
640,1988-01-01,5.1
135,1988-01-01,0.5
366,1988-01-01,21.9
169,1988-01-01,3.4
815,1988-01-01,
966,1988-01-01,8.3
172,1988-01-01,
79,1988-01-01,1.1
604,1988-01-01,0.0
175,1988-01-01,
683,1988-01-01,7.8
848,1988-01-01,2.2
852,1988-01-01,10.5
646,1988-01-01,4.0
531,1988-01-01,1.9
217,1988-01-01,2.7
641,1988-01-01,
426,1988-01-01,
625,1988-01-01,7.6
19,1988-01-01,0.6
208,1988-01-01,3.5
68,1988-01-01,5.2
52,1988-01-01,4.6
157,1988-01-01,3.5
469,1988-01-01,1.7
183,1988-01-01,
708,1988-01-01,3.7
858,1988-01-01,6.5
195,1988-01-01,4.3
145,1988-01-01,2.9
294,1988-01-01,3.9
932,1988-01-01,6.3
72,1988-01-01,2.0
517,1988-01-01,-6.0
500,1988-01-01,0.6
84,1988-01-01,1.7
767,1988-01-01,8.5
837,1988-01-01,-0.1
997,1988-01-01,-0.1
346,1988-01-01,9.6
312,1988-01-01,7.0
472,1988-01-01,-6.1
902,1988-01-01,
824,1988-01-01,3.0
665,1988-01-01,3.6
91,1988-01-01,4.0
831,1988-01-01,-4.0
894,1988-01-01,6.8
480,1988-01-01,2.9
485,1988-01-01,
567,1988-01-01,6.1
484,1988-01-01,9.1
24,1988-01-01,12.0
499,1988-01-01,
392,1988-01-01,-10.0
743,1988-01-01,
140,1988-01-01,-2.1
751,1988-01-01,
41,1988-01-01,-28.2
646,1988-01-01,7.9
360,1988-01-01,
822,1988-01-01,7.6
218,1988-01-01,
235,1988-01-01,8.5
723,1988-01-01,
742,1988-01-01,3.4
715,1988-01-01,3.2
186,1988-01-01,9.9
892,1988-01-01,8.7
125,1988-01-01,0.1
338,1988-01-01,6.8
841,1988-01-01,
529,1988-01-01,
526,1988-01-01,6.8
92,1988-01-01,1.2
909,1988-01-01,
18,1988-01-01,
871,1988-01-01,5.1
273,1988-01-01,
515,1988-01-01,10.4
859,1988-01-01,8.2
359,1988-01-01,
135,1988-01-01,
101,1988-01-01,
768,1988-01-01,7.7
790,1988-01-01,4.6
774,1988-01-01,0.6
211,1988-01-01,-12.4
859,1988-01-01,6.9
555,1988-01-01,
680,1988-01-01,
16,1988-01-01,-0.3
427,1988-01-01,5.2
282,1988-01-01,6.4
356,1988-01-01,
900,1988-01-01,-13.4
205,1988-01-01,2.9
644,1988-01-01,5.9
61,1988-01-01,-9.4
256,1988-01-01,6.8
616,1988-01-01,3.3
775,1988-01-01,5.3
913,1988-01-01,6.5
587,1988-01-01,4.7
465,1988-01-01,-0.5
982,1988-01-01,
883,1988-01-01,0.3
948,1988-01-01,10.4
351,1988-01-01,13.9
43,1988-01-01,13.2
524,1988-01-01,2.9
298,1988-01-01,
257,1988-01-01,13.1
24,1988-01-01,-0.6
738,1988-01-01,
763,1988-01-01,5.3
340,1988-01-01,2.1
39,1988-01-01,11.3
334,1988-01-01,
135,1988-01-01,
558,1988-01-01,1.3
983,1988-01-01,
467,1988-01-01,4.2
71,1988-01-01,
839,1988-01-01,5.3
492,1988-01-01,2.7
162,1988-01-01,4.3
340,1988-01-01,10.8
43,1988-01-01,2.5
389,1988-01-01,3.3
643,1988-01-01,12.7
568,1988-01-01,2.0
720,1988-01-01,8.0
372,1988-01-01,
269,1988-01-01,4.4
663,1988-01-01,13.3
956,1988-01-01,
203,1988-01-01,10.1
607,1988-01-01,-3.5
98,1988-01-01,-3.9
850,1988-01-01,0.1
531,1988-01-01,
765,1988-01-01,
939,1988-01-01,2.1
170,1988-01-01,8.3
809,1988-01-01,
313,1988-01-01,-2.6
721,1988-01-01,5.2
476,1988-01-01,4.2
879,1988-01-01,0.5
758,1988-01-01,
655,1988-01-01,-1.7
372,1988-01-01,6.5
39,1988-01-01,5.1
916,1988-01-01,
698,1988-01-01,
902,1988-01-01,9.3
515,1988-01-01,
507,1989-01-01,
101,1989-01-01,9.8
581,1989-01-01,4.8
283,1989-01-01,
383,1989-01-01,0.0
492,1989-01-01,5.3
214,1989-01-01,-7.0
944,1989-01-01,
686,1989-01-01,12.1
145,1989-01-01,4.6
907,1989-01-01,3.9
736,1989-01-01,
201,1989-01-01,2.3
768,1989-01-01,1.0
286,1989-01-01,2.6
377,1989-01-01,3.6
4,1989-01-01,3.0
587,1989-01-01,3.5
360,1989-01-01,15.5
473,1989-01-01,-2.8
259,1989-01-01,6.2
694,1989-01-01,3.8
263,1989-01-01,
713,1989-01-01,4.7
108,1989-01-01,3.2
5,1989-01-01,-1.1
574,1989-01-01,-0.5
467,1989-01-01,2.2
312,1989-01-01,1.3
549,1989-01-01,5.7
366,1989-01-01,3.3
239,1989-01-01,-1.8
443,1989-01-01,2.3
560,1989-01-01,3.8
689,1989-01-01,2.0
367,1989-01-01,10.6
441,1989-01-01,4.2
181,1989-01-01,3.4
640,1989-01-01,-0.8
135,1989-01-01,-1.3
366,1989-01-01,21.3
169,1989-01-01,5.7
815,1989-01-01,
966,1989-01-01,8.1
172,1989-01-01,
79,1989-01-01,3.0
604,1989-01-01,0.6
175,1989-01-01,
683,1989-01-01,-0.2
848,1989-01-01,4.4
852,1989-01-01,0.3
646,1989-01-01,3.0
531,1989-01-01,1.0
217,1989-01-01,-1.2
641,1989-01-01,
426,1989-01-01,
625,1989-01-01,9.4
19,1989-01-01,-0.5
208,1989-01-01,13.9
68,1989-01-01,5.1
52,1989-01-01,4.5
157,1989-01-01,15.4
469,1989-01-01,4.3
183,1989-01-01,
708,1989-01-01,3.9
858,1989-01-01,4.5
195,1989-01-01,3.8
145,1989-01-01,3.8
294,1989-01-01,3.9
932,1989-01-01,4.0
72,1989-01-01,2.9
517,1989-01-01,-4.9
500,1989-01-01,-1.1
84,1989-01-01,2.7
767,1989-01-01,2.3
837,1989-01-01,0.7
997,1989-01-01,0.3
346,1989-01-01,5.9
312,1989-01-01,9.1
472,1989-01-01,6.1
902,1989-01-01,
824,1989-01-01,5.6
665,1989-01-01,1.4
91,1989-01-01,3.3
831,1989-01-01,4.7
894,1989-01-01,4.9
480,1989-01-01,-10.7
485,1989-01-01,
567,1989-01-01,4.6
484,1989-01-01,-3.1
24,1989-01-01,7.1
499,1989-01-01,
392,1989-01-01,25.9
743,1989-01-01,
140,1989-01-01,9.9
751,1989-01-01,
41,1989-01-01,-42.2
646,1989-01-01,6.0
360,1989-01-01,
822,1989-01-01,7.2
218,1989-01-01,
235,1989-01-01,9.8
723,1989-01-01,
742,1989-01-01,4.1
715,1989-01-01,1.3
186,1989-01-01,9.1
892,1989-01-01,9.3
125,1989-01-01,10.7
338,1989-01-01,7.1
841,1989-01-01,
529,1989-01-01,
526,1989-01-01,4.5
92,1989-01-01,3.6
909,1989-01-01,
18,1989-01-01,
871,1989-01-01,4.2
273,1989-01-01,
515,1989-01-01,2.4
859,1989-01-01,6.5
359,1989-01-01,
135,1989-01-01,
101,1989-01-01,
768,1989-01-01,4.3
790,1989-01-01,4.5
774,1989-01-01,0.4
211,1989-01-01,-1.7
859,1989-01-01,1.0
555,1989-01-01,
680,1989-01-01,
16,1989-01-01,1.0
427,1989-01-01,3.0
282,1989-01-01,4.8
356,1989-01-01,
900,1989-01-01,1.6
205,1989-01-01,-1.4
644,1989-01-01,5.8
61,1989-01-01,-13.4
256,1989-01-01,6.2
616,1989-01-01,3.8
775,1989-01-01,6.6
913,1989-01-01,4.9
587,1989-01-01,5.3
465,1989-01-01,-5.8
982,1989-01-01,
883,1989-01-01,-5.7
948,1989-01-01,6.0
351,1989-01-01,9.0
43,1989-01-01,3.3
524,1989-01-01,5.8
298,1989-01-01,
257,1989-01-01,-0.5
24,1989-01-01,4.0
738,1989-01-01,
763,1989-01-01,10.3
340,1989-01-01,5.0
39,1989-01-01,10.2
334,1989-01-01,
135,1989-01-01,
558,1989-01-01,4.3
983,1989-01-01,
467,1989-01-01,2.4
71,1989-01-01,
839,1989-01-01,5.0
492,1989-01-01,2.3
162,1989-01-01,1.4
340,1989-01-01,2.3
43,1989-01-01,2.7
389,1989-01-01,4.4
643,1989-01-01,-6.1
568,1989-01-01,3.1
720,1989-01-01,8.7
372,1989-01-01,
269,1989-01-01,3.8
663,1989-01-01,12.2
956,1989-01-01,
203,1989-01-01,4.1
607,1989-01-01,1.1
98,1989-01-01,-0.8
850,1989-01-01,2.6
531,1989-01-01,
765,1989-01-01,
939,1989-01-01,0.3
170,1989-01-01,6.4
809,1989-01-01,
313,1989-01-01,15.7
721,1989-01-01,2.2
476,1989-01-01,3.7
879,1989-01-01,1.1
758,1989-01-01,
655,1989-01-01,1.5
372,1989-01-01,-13.9
39,1989-01-01,7.8
916,1989-01-01,
698,1989-01-01,
902,1989-01-01,-3.7
515,1989-01-01,
507,1990-01-01,
101,1990-01-01,-10.0
581,1990-01-01,0.8
283,1990-01-01,
383,1990-01-01,-3.5
492,1990-01-01,3.0
214,1990-01-01,-1.3
944,1990-01-01,
686,1990-01-01,4.0
145,1990-01-01,1.5
907,1990-01-01,4.3
736,1990-01-01,
201,1990-01-01,1.1
768,1990-01-01,3.5
286,1990-01-01,5.9
377,1990-01-01,-3.3
4,1990-01-01,-2.3
587,1990-01-01,3.1
360,1990-01-01,11.2
473,1990-01-01,9.0
259,1990-01-01,9.1
694,1990-01-01,4.6
263,1990-01-01,
713,1990-01-01,8.8
108,1990-01-01,-4.2
5,1990-01-01,1.1
574,1990-01-01,-9.1
467,1990-01-01,-0.6
312,1990-01-01,3.5
549,1990-01-01,0.7
366,1990-01-01,1.1
239,1990-01-01,-6.2
443,1990-01-01,0.2
560,1990-01-01,1.4
689,1990-01-01,3.2
367,1990-01-01,3.7
441,1990-01-01,3.9
181,1990-01-01,4.3
640,1990-01-01,7.4
135,1990-01-01,-6.6
366,1990-01-01,1.0
169,1990-01-01,3.6
815,1990-01-01,
966,1990-01-01,7.4
172,1990-01-01,
79,1990-01-01,-1.1
604,1990-01-01,1.5
175,1990-01-01,
683,1990-01-01,5.4
848,1990-01-01,-5.5
852,1990-01-01,3.0
646,1990-01-01,2.3
531,1990-01-01,4.8
217,1990-01-01,2.5
641,1990-01-01,
426,1990-01-01,
625,1990-01-01,9.9
19,1990-01-01,2.6
208,1990-01-01,5.8
68,1990-01-01,0.2
52,1990-01-01,2.9
157,1990-01-01,5.1
469,1990-01-01,5.7
183,1990-01-01,
708,1990-01-01,5.7
858,1990-01-01,3.6
195,1990-01-01,0.0
145,1990-01-01,4.2
294,1990-01-01,3.1
932,1990-01-01,4.3
72,1990-01-01,4.6
517,1990-01-01,-3.0
500,1990-01-01,-0.4
84,1990-01-01,2.8
767,1990-01-01,3.8
837,1990-01-01,-3.5
997,1990-01-01,1.2
346,1990-01-01,5.5
312,1990-01-01,9.0
472,1990-01-01,13.6
902,1990-01-01,
824,1990-01-01,7.7
665,1990-01-01,6.6
91,1990-01-01,2.0
831,1990-01-01,4.9
894,1990-01-01,4.9
480,1990-01-01,-1.6
485,1990-01-01,
567,1990-01-01,4.1
484,1990-01-01,-1.3
24,1990-01-01,9.9
499,1990-01-01,
392,1990-01-01,-26.2
743,1990-01-01,
140,1990-01-01,6.7
751,1990-01-01,
41,1990-01-01,-13.4
646,1990-01-01,6.4
360,1990-01-01,
822,1990-01-01,3.7
218,1990-01-01,
235,1990-01-01,5.3
723,1990-01-01,
742,1990-01-01,3.1
715,1990-01-01,5.7
186,1990-01-01,9.0
892,1990-01-01,-4.0
125,1990-01-01,9.3
338,1990-01-01,4.7
841,1990-01-01,
529,1990-01-01,
526,1990-01-01,7.2
92,1990-01-01,5.3
909,1990-01-01,
18,1990-01-01,
871,1990-01-01,-2.5
273,1990-01-01,
515,1990-01-01,4.0
859,1990-01-01,1.0
359,1990-01-01,
135,1990-01-01,
101,1990-01-01,
768,1990-01-01,4.6
790,1990-01-01,4.2
774,1990-01-01,0.0
211,1990-01-01,-0.1
859,1990-01-01,-1.3
555,1990-01-01,
680,1990-01-01,
16,1990-01-01,1.9
427,1990-01-01,8.4
282,1990-01-01,4.6
356,1990-01-01,
900,1990-01-01,8.1
205,1990-01-01,-3.1
644,1990-01-01,4.1
61,1990-01-01,-5.1
256,1990-01-01,3.0
616,1990-01-01,-7.2
775,1990-01-01,7.9
913,1990-01-01,3.8
587,1990-01-01,-14.6
465,1990-01-01,-5.6
982,1990-01-01,
883,1990-01-01,0.4
948,1990-01-01,5.5
351,1990-01-01,9.9
43,1990-01-01,4.8
524,1990-01-01,-6.4
298,1990-01-01,
257,1990-01-01,15.2
24,1990-01-01,-0.7
738,1990-01-01,
763,1990-01-01,7.5
340,1990-01-01,1.6
39,1990-01-01,9.8
334,1990-01-01,
135,1990-01-01,
558,1990-01-01,2.2
983,1990-01-01,
467,1990-01-01,-0.3
71,1990-01-01,
839,1990-01-01,3.8
492,1990-01-01,6.2
162,1990-01-01,0.8
340,1990-01-01,-1.5
43,1990-01-01,0.8
389,1990-01-01,3.7
643,1990-01-01,10.4
568,1990-01-01,-2.2
720,1990-01-01,5.5
372,1990-01-01,
269,1990-01-01,7.0
663,1990-01-01,11.6
956,1990-01-01,
203,1990-01-01,5.9
607,1990-01-01,4.7
98,1990-01-01,1.5
850,1990-01-01,7.1
531,1990-01-01,
765,1990-01-01,
939,1990-01-01,9.3
170,1990-01-01,6.5
809,1990-01-01,
313,1990-01-01,23.6
721,1990-01-01,0.6
476,1990-01-01,1.9
879,1990-01-01,0.3
758,1990-01-01,
655,1990-01-01,11.7
372,1990-01-01,6.5
39,1990-01-01,5.0
916,1990-01-01,
698,1990-01-01,
902,1990-01-01,-0.6
515,1990-01-01,
507,1991-01-01,
101,1991-01-01,-28.0
581,1991-01-01,-1.2
283,1991-01-01,
383,1991-01-01,12.1
492,1991-01-01,2.2
214,1991-01-01,10.5
944,1991-01-01,
686,1991-01-01,8.0
145,1991-01-01,-1.0
907,1991-01-01,3.4
736,1991-01-01,
201,1991-01-01,-4.2
768,1991-01-01,2.3
286,1991-01-01,3.3
377,1991-01-01,-3.9
4,1991-01-01,-1.2
587,1991-01-01,1.8
360,1991-01-01,11.5
473,1991-01-01,4.2
259,1991-01-01,4.9
694,1991-01-01,5.3
263,1991-01-01,
713,1991-01-01,6.2
108,1991-01-01,1.0
5,1991-01-01,3.1
574,1991-01-01,-10.8
467,1991-01-01,9.1
312,1991-01-01,5.8
549,1991-01-01,1.4
366,1991-01-01,7.6
239,1991-01-01,-3.8
443,1991-01-01,-2.1
560,1991-01-01,-0.8
689,1991-01-01,10.4
367,1991-01-01,7.8
441,1991-01-01,9.0
181,1991-01-01,2.4
640,1991-01-01,-6.2
135,1991-01-01,-8.4
366,1991-01-01,3.4
169,1991-01-01,2.3
815,1991-01-01,
966,1991-01-01,0.7
172,1991-01-01,
79,1991-01-01,0.0
604,1991-01-01,1.4
175,1991-01-01,-4.5
683,1991-01-01,1.3
848,1991-01-01,0.9
852,1991-01-01,5.1
646,1991-01-01,2.1
531,1991-01-01,1.5
217,1991-01-01,-1.2
641,1991-01-01,
426,1991-01-01,
625,1991-01-01,1.8
19,1991-01-01,-7.2
208,1991-01-01,-2.7
68,1991-01-01,-5.9
52,1991-01-01,1.1
157,1991-01-01,6.1
469,1991-01-01,2.2
183,1991-01-01,-21.1
708,1991-01-01,5.0
858,1991-01-01,4.8
195,1991-01-01,3.1
145,1991-01-01,1.4
294,1991-01-01,3.0
932,1991-01-01,2.5
72,1991-01-01,7.3
517,1991-01-01,6.0
500,1991-01-01,1.3
84,1991-01-01,-3.3
767,1991-01-01,5.7
837,1991-01-01,-11.9
997,1991-01-01,-0.2
346,1991-01-01,1.1
312,1991-01-01,8.9
472,1991-01-01,12.7
902,1991-01-01,
824,1991-01-01,1.6
665,1991-01-01,4.6
91,1991-01-01,1.4
831,1991-01-01,0.8
894,1991-01-01,3.4
480,1991-01-01,-5.7
485,1991-01-01,
567,1991-01-01,1.3
