country_id,date,population,country_id_hash
3592,1950-01-01,2949739,82269717
6262,1950-01-01,5972876,8133617
2701,1950-01-01,74484,6732282
4228,1950-01-01,4694916,67756812
3964,1950-01-01,291873,24357467
8099,1950-01-01,13066,75853003
6596,1950-01-01,231994,50645867
2777,1950-01-01,658555,42580177
2792,1950-01-01,525443,48015318
6400,1950-01-01,20544,17842756
9800,1950-01-01,27600133,72918587
8489,1950-01-01,161656,3947657
1367,1950-01-01,2370311,15268947
2641,1950-01-01,19729,8933254
9877,1950-01-01,781260,16660052
1357,1950-01-01,402260,74713465
6446,1950-01-01,12989,76081666
3324,1950-01-01,8946209,54325268
9850,1950-01-01,5920215,70930221
7797,1950-01-01,17731818,57551901
2703,1950-01-01,514774,46013951
9288,1950-01-01,3354,30637242
3315,1950-01-01,8398945,86309608
7531,1950-01-01,10093554,69807021
5635,1950-01-01,63860,81836261
1811,1950-01-01,1911608,67448392
6130,1950-01-01,1330442,85492671
1507,1950-01-01,2569191,78601846
4777,1950-01-01,37189369,80293540
7875,1950-01-01,4485,15474886
4718,1950-01-01,11103379,80650558
6127,1950-01-01,1251433,88702694
1019,1950-01-01,7063,35230153
4283,1950-01-01,3281416,69617708
2939,1950-01-01,457317,64469579
5946,1950-01-01,37696264,30970202
7978,1950-01-01,7430,98058056
2232,1950-01-01,861079,73261353
6499,1950-01-01,1542854,95471311
8530,1950-01-01,1504810,81581462
2693,1950-01-01,7678967,30489639
1477,1950-01-01,18469878,40403060
7322,1950-01-01,24786236,42556134
4885,1950-01-01,8416952,49672094
7373,1950-01-01,2229742,34938530
3352,1950-01-01,24288,69253153
6771,1950-01-01,16392971,56605532
6070,1950-01-01,102580107,90064085
7426,1950-01-01,2154218,59404664
9065,1950-01-01,2007,40139165
9260,1950-01-01,86695,33207339
7092,1950-01-01,2978,50826289
3283,1950-01-01,87951,7157750
6251,1950-01-01,12963,58059125
7391,1950-01-01,3089693,54707069
5951,1950-01-01,2496065,51153058
1245,1950-01-01,6017683,18329013
3813,1950-01-01,38106,31415778
2946,1950-01-01,2000790,7402128
7069,1950-01-01,1006701,40195874
9088,1950-01-01,1458,90251611
3625,1950-01-01,3465617,68676821
5516,1950-01-01,1445033,57208980
9888,1950-01-01,105209,70675589
6544,1950-01-01,2213052,52370962
6951,1950-01-01,13043844,42463016
7514,1950-01-01,20104010,90076779
1955,1950-01-01,2492077,84805501
7526,1950-01-01,28069694,12701244
7632,1950-01-01,7945977,65636910
4452,1950-01-01,6191323,47917195
9954,1950-01-01,195765,41352220
9171,1950-01-01,7014610,22103137
9995,1950-01-01,4692639,3737103
9598,1950-01-01,3543537,16185412
1623,1950-01-01,7623130,65066037
8108,1950-01-01,1526140,51328176
5605,1950-01-01,7632399,16834609
3514,1950-01-01,20411638,83708293
8258,1950-01-01,414791,41526550
3763,1950-01-01,1398525,91215077
4810,1950-01-01,1599,28417856
7376,1950-01-01,49830,41565817
4402,1950-01-01,648616,16821368
2097,1950-01-01,3606288,54062275
3095,1950-01-01,20977697,24159972
6898,1950-01-01,1214096,16217600
6928,1950-01-01,4732,6838638
3793,1950-01-01,5750637,71743650
8670,1950-01-01,37302996,5644571
3348,1950-01-01,74591,55092066
8898,1950-01-01,50055065,3662305
8163,1950-01-01,148281550,23866298
8338,1950-01-01,2234144,81805174
7220,1950-01-01,6247550,30060703
9145,1950-01-01,51568,64742281
4005,1950-01-01,5488614,97660441
6369,1950-01-01,25109200,2524380
7483,1950-01-01,12982,66644440
7872,1950-01-01,4712810,36875289
9480,1950-01-01,2318448,34664177
2658,1950-01-01,2791326,15422656
2050,1955-01-01,7971931,82099438
5181,1955-01-01,1453730,26100560
4586,1955-01-01,10242288,88531968
9350,1955-01-01,19826,10425951
9230,1955-01-01,6116,64265922
9448,1955-01-01,4938118,82060110
5604,1955-01-01,5752,91506655
8745,1955-01-01,50264,4535054
5231,1955-01-01,18700686,40732059
1972,1955-01-01,1604376,93738957
8217,1955-01-01,46464,60617172
7859,1955-01-01,9209844,59491633
5484,1955-01-01,6946260,52291310
2557,1955-01-01,3550017,98711688
3976,1955-01-01,92444,56453427
5160,1955-01-01,134865,80217975
3421,1955-01-01,44315548,42680327
8963,1955-01-01,227320,68313405
4288,1955-01-01,7976356,79052619
2934,1955-01-01,8834526,80959
1945,1955-01-01,79986,47222930
5854,1955-01-01,2360081,12930379
5017,1955-01-01,39136,85701576
5833,1955-01-01,196014,21650059
8863,1955-01-01,3357923,8178979
2086,1955-01-01,2958430,33289842
6025,1955-01-01,461880,33681694
5643,1955-01-01,40839223,50976533
8750,1955-01-01,7516,9951496
1038,1955-01-01,64267,27446300
4114,1955-01-01,7517922,77504937
3270,1955-01-01,4472824,68944829
5785,1955-01-01,2495193,81655156
1475,1955-01-01,4931224,52106740
2910,1955-01-01,4670538,10540412
4227,1955-01-01,15733923,72666860
5564,1955-01-01,195389,35433607
1710,1955-01-01,8129,667325
1420,1955-01-01,1545898,26243078
9053,1955-01-01,2756169,97319789
8151,1955-01-01,7323194,39935936
4783,1955-01-01,603320147,31599265
8433,1955-01-01,13512612,30776375
2225,1955-01-01,177885,90211785
1998,1955-01-01,16129,55168376
5481,1955-01-01,1123982,82479466
9225,1955-01-01,4049659,7094523
5830,1955-01-01,6559586,3314720
5520,1955-01-01,534125,88666182
9936,1955-01-01,4426508,11777277
8382,1955-01-01,72997,25239866
1484,1955-01-01,51895,17232522
4632,1955-01-01,2791108,18394308
8990,1955-01-01,4022378,78290769
5730,1955-01-01,23841701,60387048
8331,1955-01-01,2448633,19450374
5493,1955-01-01,245800,76654775
1933,1955-01-01,895009,62208073
4556,1955-01-01,1168276,76324049
2855,1955-01-01,307078,37223699
1077,1955-01-01,19703738,17010357
1812,1955-01-01,2187,12728354
8902,1955-01-01,32127,99789118
2666,1955-01-01,343693,52107209
8325,1955-01-01,4235413,98648627
2491,1955-01-01,43593851,11799999
6137,1955-01-01,25456,15305068
1540,1955-01-01,74475,33477232
9323,1955-01-01,489459,26015852
1968,1955-01-01,349374,18307709
6192,1955-01-01,3738231,55512115
2447,1955-01-01,71222628,53674746
1680,1955-01-01,5887163,1084582
5059,1955-01-01,21541,43518251
7791,1955-01-01,8146022,77023562
9550,1955-01-01,26295,58937713
1866,1955-01-01,82656,82422330
1376,1955-01-01,242576,82529388
8106,1955-01-01,65977,86045229
8657,1955-01-01,3560239,20945365
9599,1955-01-01,3234056,95923490
5294,1955-01-01,563713,9208023
2843,1955-01-01,483316,78027550
6415,1955-01-01,3545999,34054767
1086,1955-01-01,1796527,54768852
7703,1955-01-01,2490487,29510498
9064,1955-01-01,9823331,36662877
7843,1955-01-01,157735,67436522
7159,1955-01-01,398577992,21648065
3993,1955-01-01,77741502,92838403
7987,1955-01-01,18873864,96306083
3959,1955-01-01,6405686,77675519
7100,1955-01-01,2886368,66414785
3808,1955-01-01,52283,93294090
9089,1955-01-01,1564960,80718860
5288,1955-01-01,48130728,73216586
6674,1955-01-01,1552883,93222457
6552,1955-01-01,90090281,81642360
4363,1955-01-01,622010,37592621
4450,1955-01-01,7858733,85666628
3754,1955-01-01,6558870,11037852
5939,1955-01-01,42008,54204960
5927,1955-01-01,183458,59370545
8847,1955-01-01,1944992,49652934
1313,1955-01-01,1893389,28197956
3111,1955-01-01,2032505,18661921
1899,1955-01-01,1556327,49003518
1612,1955-01-01,641361,34734422
9882,1955-01-01,1013790,41788389
9669,1955-01-01,1225687,64334328
3125,1955-01-01,14945,97262456
9898,1955-01-01,2699051,96392049
7830,1955-01-01,305514,57651871
3497,1955-01-01,4467590,55401267
3592,1955-01-01,3240318,82269717
6262,1955-01-01,6786077,8133617
2701,1955-01-01,81823,6732282
4228,1955-01-01,5014680,67756812
3964,1955-01-01,323596,24357467
8099,1955-01-01,14062,75853003
6596,1955-01-01,262164,50645867
2777,1955-01-01,738577,42580177
2792,1955-01-01,596866,48015318
6400,1955-01-01,22942,17842756
9800,1955-01-01,31452141,72918587
8489,1955-01-01,178572,3947657
1367,1955-01-01,2714714,15268947
2641,1955-01-01,20430,8933254
9877,1955-01-01,844997,16660052
1357,1955-01-01,441379,74713465
6446,1955-01-01,13432,76081666
3324,1955-01-01,10242168,54325268
9850,1955-01-01,6318904,70930221
7797,1955-01-01,19522788,57551901
2703,1955-01-01,547430,46013951
9288,1955-01-01,3818,30637242
3315,1955-01-01,9284895,86309608
7531,1955-01-01,10767906,69807021
5635,1955-01-01,69989,81836261
1811,1955-01-01,2140976,67448392
6130,1955-01-01,1539551,85492671
1507,1955-01-01,3018555,78601846
4777,1955-01-01,40839223,80293540
7875,1955-01-01,4673,15474886
4718,1955-01-01,10360269,80650558
6127,1955-01-01,1379140,88702694
1019,1955-01-01,7635,35230153
4283,1955-01-01,3429090,69617708
2939,1955-01-01,492416,64469579
5946,1955-01-01,41023128,30970202
7978,1955-01-01,8252,98058056
2232,1955-01-01,980004,73261353
6499,1955-01-01,1734921,95471311
8530,1955-01-01,1685747,81581462
2693,1955-01-01,8825897,30489639
1477,1955-01-01,23027910,40403060
7322,1955-01-01,27099199,42556134
4885,1955-01-01,8665451,49672094
7373,1955-01-01,2309782,34938530
3352,1955-01-01,28668,69253153
6771,1955-01-01,17455291,56605532
6070,1955-01-01,110971852,90064085
7426,1955-01-01,2537919,59404664
9065,1955-01-01,2130,40139165
9260,1955-01-01,88463,33207339
7092,1955-01-01,3538,50826289
3283,1955-01-01,98037,7157750
6251,1955-01-01,13967,58059125
7391,1955-01-01,3581910,54707069
5951,1955-01-01,2847262,51153058
1245,1955-01-01,6348547,18329013
3813,1955-01-01,39788,31415778
2946,1955-01-01,2135644,7402128
7069,1955-01-01,1267611,40195874
9088,1955-01-01,1973,90251611
3625,1955-01-01,3796626,68676821
5516,1955-01-01,1521772,57208980
9888,1955-01-01,117314,70675589
6544,1955-01-01,2529910,52370962
6951,1955-01-01,14594129,42463016
7514,1955-01-01,22075008,90076779
1955,1955-01-01,2695349,84805501
7526,1955-01-01,29095374,12701244
7632,1955-01-01,8749627,65636910
4452,1955-01-01,7193065,47917195
9954,1955-01-01,227145,41352220
9171,1955-01-01,7264351,22103137
9995,1955-01-01,5002410,3737103
9598,1955-01-01,3989101,16185412
1623,1955-01-01,9229462,65066037
8108,1955-01-01,1805209,51328176
5605,1955-01-01,8725576,16834609
3514,1955-01-01,23173970,83708293
8258,1955-01-01,437426,41526550
3763,1955-01-01,1518825,91215077
4810,1955-01-01,1629,28417856
7376,1955-01-01,58024,41565817
4402,1955-01-01,742576,16821368
2097,1955-01-01,3975544,54062275
3095,1955-01-01,23821353,24159972
6898,1955-01-01,1363507,16217600
6928,1955-01-01,5195,6838638
3793,1955-01-01,6601785,71743650
8670,1955-01-01,39836510,5644571
3348,1955-01-01,101803,55092066
8898,1955-01-01,51193266,3662305
8163,1955-01-01,161136449,23866298
8338,1955-01-01,2366209,81805174
7220,1955-01-01,7141923,30060703
9145,1955-01-01,56770,64742281
4005,1955-01-01,6752139,97660441
6369,1955-01-01,28263031,2524380
7483,1955-01-01,20690,66644440
7872,1955-01-01,5091603,36875289
9480,1955-01-01,2677209,34664177
2658,1955-01-01,3263625,15422656
2050,1960-01-01,8622466,82099438
5181,1960-01-01,1711189,26100560
4586,1960-01-01,11394307,88531968
9350,1960-01-01,20085,10425951
9230,1960-01-01,9443,64265922
9448,1960-01-01,5357195,82060110
5604,1960-01-01,5752,91506655
8745,1960-01-01,55342,4535054
5231,1960-01-01,20349744,40732059
1972,1960-01-01,1904148,93738957
8217,1960-01-01,54608,60617172
7859,1960-01-01,10286647,59491633
5484,1960-01-01,7046553,52291310
2557,1960-01-01,4131484,98711688
3976,1960-01-01,114500,56453427
5160,1960-01-01,160691,80217975
3421,1960-01-01,50396429,42680327
8963,1960-01-01,232550,68313405
4288,1960-01-01,8389183,79052619
2934,1960-01-01,9108724,80959
1945,1960-01-01,91403,47222930
5854,1960-01-01,2512284,12930379
5017,1960-01-01,42026,85701576
5833,1960-01-01,221266,21650059
8863,1960-01-01,3707515,8178979
2086,1960-01-01,3262539,33289842
6025,1960-01-01,512865,33681694
5643,1960-01-01,44928342,50976533
8750,1960-01-01,7850,9951496
1038,1960-01-01,85346,27446300
4114,1960-01-01,7891756,77504937
3270,1960-01-01,4783259,68944829
5785,1960-01-01,2746628,81655156
1475,1960-01-01,5541676,52106740
2910,1960-01-01,5117608,10540412
4227,1960-01-01,17909356,72666860
5564,1960-01-01,209849,35433607
1710,1960-01-01,8473,667325
1420,1960-01-01,1679728,26243078
9053,1960-01-01,3028688,97319789
8151,1960-01-01,8141820,39935936
4783,1960-01-01,654170692,31599265
8433,1960-01-01,15687688,30776375
2225,1960-01-01,194852,90211785
1998,1960-01-01,17631,55168376
5481,1960-01-01,1346302,82479466
9225,1960-01-01,4215324,7094523
5830,1960-01-01,7267395,3314720
5520,1960-01-01,585725,88666182
9936,1960-01-01,4581727,11777277
8382,1960-01-01,85940,25239866
1484,1960-01-01,59379,17232522
4632,1960-01-01,3298021,18394308
8990,1960-01-01,4618158,78290769
5730,1960-01-01,27034499,60387048
8331,1960-01-01,2779327,19450374
5493,1960-01-01,267351,76654775
1933,1960-01-01,993568,62208073
4556,1960-01-01,1218064,76324049
2855,1960-01-01,345065,37223699
1077,1960-01-01,21739710,17010357
1812,1960-01-01,2265,12728354
8902,1960-01-01,34154,99789118
2666,1960-01-01,401841,52107209
8325,1960-01-01,4430173,98648627
2491,1960-01-01,45659575,11799999
6137,1960-01-01,31125,15305068
1540,1960-01-01,84851,33477232
9323,1960-01-01,513340,26015852
1968,1960-01-01,399649,18307709
6192,1960-01-01,4051492,55512115
2447,1960-01-01,73063695,53674746
1680,1960-01-01,6911510,1084582
5059,1960-01-01,21822,43518251
7791,1960-01-01,8495415,77023562
9550,1960-01-01,32124,58937713
1866,1960-01-01,93772,82422330
1376,1960-01-01,276976,82529388
8106,1960-01-01,72374,86045229
8657,1960-01-01,4098352,20945365
9599,1960-01-01,3516814,95923490
5294,1960-01-01,577933,9208023
2843,1960-01-01,571990,78027550
6415,1960-01-01,3901139,34054767
1086,1960-01-01,2078617,54768852
7703,1960-01-01,3114671,29510498
9064,1960-01-01,9982610,36662877
7843,1960-01-01,175566,67436522
7159,1960-01-01,445954579,21648065
3993,1960-01-01,88382881,92838403
7987,1960-01-01,21388806,96306083
3959,1960-01-01,7084678,77675519
7100,1960-01-01,2811067,66414785
3808,1960-01-01,48793,93294090
9089,1960-01-01,1902247,80718860
5288,1960-01-01,49517707,73216586
6674,1960-01-01,1642331,93222457
6552,1960-01-01,94464839,81642360
4363,1960-01-01,847936,37592621
4450,1960-01-01,9319283,85666628
3754,1960-01-01,7751435,11037852
5939,1960-01-01,47093,54204960
5927,1960-01-01,305415,59370545
8847,1960-01-01,2216530,49652934
1313,1960-01-01,2122532,28197956
3111,1960-01-01,2154251,18661921
1899,1960-01-01,1798092,49003518
1612,1960-01-01,737838,34734422
9882,1960-01-01,1137026,41788389
9669,1960-01-01,1426986,64334328
3125,1960-01-01,16472,97262456
9898,1960-01-01,2875684,96392049
7830,1960-01-01,314168,57651871
3497,1960-01-01,5073342,55401267
3592,1960-01-01,3621081,82269717
6262,1960-01-01,7833782,8133617
2701,1960-01-01,91650,6732282
4228,1960-01-01,5346792,67756812
3964,1960-01-01,337628,24357467
8099,1960-01-01,15374,75853003
6596,1960-01-01,290092,50645867
2777,1960-01-01,838478,42580177
2792,1960-01-01,676683,48015318
6400,1960-01-01,26165,17842756
9800,1960-01-01,36268055,72918587
8489,1960-01-01,200558,3947657
1367,1960-01-01,3133267,15268947
2641,1960-01-01,21797,8933254
9877,1960-01-01,977903,16660052
1357,1960-01-01,473046,74713465
6446,1960-01-01,12100,76081666
3324,1960-01-01,11769774,54325268
9850,1960-01-01,6788375,70930221
7797,1960-01-01,21720697,57551901
2703,1960-01-01,590181,46013951
9288,1960-01-01,4582,30637242
3315,1960-01-01,10167941,86309608
7531,1960-01-01,11493117,69807021
5635,1960-01-01,81236,81836261
1811,1960-01-01,2381189,67448392
6130,1960-01-01,1789684,85492671
1507,1960-01-01,3497431,78601846
4777,1960-01-01,44928342,80293540
7875,1960-01-01,4876,15474886
4718,1960-01-01,11655666,80650558
6127,1960-01-01,1462368,88702694
1019,1960-01-01,8702,35230153
4283,1960-01-01,3581520,69617708
2939,1960-01-01,536553,64469579
5946,1960-01-01,45954226,30970202
7978,1960-01-01,9446,98058056
2232,1960-01-01,1126989,73261353
6499,1960-01-01,1985666,95471311
8530,1960-01-01,1894829,81581462
2693,1960-01-01,10172207,30489639
1477,1960-01-01,28486871,40403060
7322,1960-01-01,29509903,42556134
4885,1960-01-01,8882469,49672094
7373,1960-01-01,2365072,34938530
3352,1960-01-01,36385,69253153
6771,1960-01-01,18458008,56605532
6070,1960-01-01,119735095,90064085
7426,1960-01-01,2966162,59404664
9065,1960-01-01,2193,40139165
9260,1960-01-01,91614,33207339
7092,1960-01-01,4135,50826289
3283,1960-01-01,113335,7157750
6251,1960-01-01,15556,58059125
7391,1960-01-01,4165563,54707069
5951,1960-01-01,3273177,51153058
1245,1960-01-01,6579989,18329013
3813,1960-01-01,43167,31415778
2946,1960-01-01,2301310,7402128
7069,1960-01-01,1601079,40195874
9088,1960-01-01,2646,90251611
3625,1960-01-01,4124239,68676821
5516,1960-01-01,1599571,57208980
9888,1960-01-01,133440,70675589
6544,1960-01-01,2870732,52370962
6951,1960-01-01,16520441,42463016
7514,1960-01-01,25817529,90076779
1955,1960-01-01,2907724,84805501
7526,1960-01-01,30415591,12701244
7632,1960-01-01,9783871,65636910
4452,1960-01-01,8326462,47917195
9954,1960-01-01,268396,41352220
9171,1960-01-01,7492895,22103137
9995,1960-01-01,5328273,3737103
9598,1960-01-01,4610712,16185412
1623,1960-01-01,10983147,65066037
8108,1960-01-01,2131992,51328176
5605,1960-01-01,10042458,16834609
3514,1960-01-01,26596584,83708293
8258,1960-01-01,468573,41526550
3763,1960-01-01,1651367,91215077
4810,1960-01-01,1795,28417856
7376,1960-01-01,67428,41565817
4402,1960-01-01,847063,16821368
2097,1960-01-01,4195467,54062275
3095,1960-01-01,27510980,24159972
6898,1960-01-01,1602052,16217600
6928,1960-01-01,5404,6838638
3793,1960-01-01,7617746,71743650
8670,1960-01-01,42767251,5644571
3348,1960-01-01,133426,55092066
8898,1960-01-01,52543017,3662305
8163,1960-01-01,176188578,23866298
8338,1960-01-01,2529021,81805174
7220,1960-01-01,8372311,30060703
9145,1960-01-01,64608,64742281
4005,1960-01-01,8156937,97660441
6369,1960-01-01,32718461,2524380
7483,1960-01-01,33023,66644440
7872,1960-01-01,5542459,36875289
9480,1960-01-01,3119430,34664177
2658,1960-01-01,3806310,15422656
2050,1965-01-01,9565147,82099438
5181,1965-01-01,2009789,26100560
4586,1965-01-01,12381256,88531968
9350,1965-01-01,23391,10425951
9230,1965-01-01,13563,64265922
9448,1965-01-01,5736582,82060110
5604,1965-01-01,6018,91506655
8745,1965-01-01,59644,4535054
5231,1965-01-01,22053661,40732059
1972,1965-01-01,2234051,93738957
8217,1965-01-01,58782,60617172
7859,1965-01-01,11359442,59491633
5484,1965-01-01,7269888,52291310
2557,1965-01-01,4837811,98711688
3976,1965-01-01,144849,56453427
5160,1965-01-01,193012,80217975
3421,1965-01-01,58500159,42680327
8963,1965-01-01,237694,68313405
4288,1965-01-01,8854528,79052619
2934,1965-01-01,9412087,80959
1945,1965-01-01,104838,47222930
5854,1965-01-01,2735843,12930379
5017,1965-01-01,47074,85701576
5833,1965-01-01,255010,21650059
8863,1965-01-01,4115511,8178979
2086,1965-01-01,3565517,33289842
6025,1965-01-01,570975,33681694
5643,1965-01-01,49925799,50976533
8750,1965-01-01,8018,9951496
1038,1965-01-01,107686,27446300
4114,1965-01-01,8245072,77504937
3270,1965-01-01,5157929,68944829
5785,1965-01-01,3118134,81655156
1475,1965-01-01,6170727,52106740
2910,1965-01-01,5690086,10540412
4227,1965-01-01,19688805,72666860
5564,1965-01-01,244156,35433607
1710,1965-01-01,9366,667325
1420,1965-01-01,1849171,26243078
9053,1965-01-01,3336338,97319789
8151,1965-01-01,8994936,39935936
4783,1965-01-01,723846349,31599265
8433,1965-01-01,18275814,30776375
2225,1965-01-01,214939,90211785
1998,1965-01-01,18767,55168376
5481,1965-01-01,1602736,82479466
9225,1965-01-01,4371381,7094523
5830,1965-01-01,8067651,3314720
5520,1965-01-01,617345,88666182
9936,1965-01-01,4756337,11777277
8382,1965-01-01,108772,25239866
1484,1965-01-01,63744,17232522
4632,1965-01-01,3868712,18394308
8990,1965-01-01,5337351,78290769
5730,1965-01-01,30818469,60387048
8331,1965-01-01,3179506,19450374
5493,1965-01-01,295010,76654775
1933,1965-01-01,1121739,62208073
4556,1965-01-01,1292004,76324049
2855,1965-01-01,388317,37223699
1077,1965-01-01,24727506,17010357
1812,1965-01-01,2308,12728354
8902,1965-01-01,36346,99789118
2666,1965-01-01,469010,52107209
8325,1965-01-01,4564583,98648627
2491,1965-01-01,48168804,11799999
6137,1965-01-01,38946,15305068
1540,1965-01-01,98674,33477232
9323,1965-01-01,547535,26015852
1968,1965-01-01,458908,18307709
6192,1965-01-01,4418592,55512115
2447,1965-01-01,76037469,53674746
1680,1965-01-01,7827726,1084582
5059,1965-01-01,23910,43518251
7791,1965-01-01,8526254,77023562
9550,1965-01-01,38539,58937713
1866,1965-01-01,98226,82422330
1376,1965-01-01,303438,82529388
8106,1965-01-01,80255,86045229
8657,1965-01-01,4744461,20945365
9599,1965-01-01,3845074,95923490
5294,1965-01-01,577638,9208023
2843,1965-01-01,650207,78027550
6415,1965-01-01,4274348,34054767
1086,1965-01-01,2403465,54768852
7703,1965-01-01,3602029,29510498
9064,1965-01-01,10140853,36662877
7843,1965-01-01,192309,67436522
7159,1965-01-01,500114346,21648065
3993,1965-01-01,101157868,92838403
7987,1965-01-01,24667026,96306083
3959,1965-01-01,8270544,77675519
7100,1965-01-01,2852401,66414785
3808,1965-01-01,50057,93294090
9089,1965-01-01,2361088,80718860
5288,1965-01-01,51452854,73216586
6674,1965-01-01,1746977,93222457
6552,1965-01-01,99468746,81642360
4363,1965-01-01,1093474,37592621
4450,1965-01-01,10897644,85666628
3754,1965-01-01,9417207,11037852
5939,1965-01-01,53444,54204960
5927,1965-01-01,513840,59370545
8847,1965-01-01,2615167,49652934
1313,1965-01-01,2379456,28197956
3111,1965-01-01,2287805,18661921
1899,1965-01-01,2087445,49003518
1612,1965-01-01,860220,34734422
9882,1965-01-01,1287315,41788389
9669,1965-01-01,1700072,64334328
3125,1965-01-01,18500,97262456
9898,1965-01-01,3052979,96392049
7830,1965-01-01,329794,57651871
3497,1965-01-01,5780453,55401267
3592,1965-01-01,4089097,82269717
6262,1965-01-01,9091016,8133617
2701,1965-01-01,104566,6732282
4228,1965-01-01,5726382,67756812
3964,1965-01-01,326401,24357467
8099,1965-01-01,18154,75853003
6596,1965-01-01,313791,50645867
2777,1965-01-01,965621,42580177
2792,1965-01-01,758628,48015318
6400,1965-01-01,30165,17842756
9800,1965-01-01,42737991,72918587
8489,1965-01-01,229207,3947657
1367,1965-01-01,3476796,15268947
2641,1965-01-01,23022,8933254
9877,1965-01-01,1134072,16660052
1357,1965-01-01,503188,74713465
6446,1965-01-01,11725,76081666
3324,1965-01-01,13381880,54325268
9850,1965-01-01,7524154,70930221
7797,1965-01-01,24286878,57551901
2703,1965-01-01,657887,46013951
9288,1965-01-01,5804,30637242
3315,1965-01-01,11232951,86309608
7531,1965-01-01,12275791,69807021
5635,1965-01-01,94803,81836261
1811,1965-01-01,2638316,67448392
6130,1965-01-01,2084097,85492671
1507,1965-01-01,4053524,78601846
4777,1965-01-01,49925799,80293540
7875,1965-01-01,5316,15474886
4718,1965-01-01,13105946,80650558
6127,1965-01-01,1547982,88702694
1019,1965-01-01,10229,35230153
4283,1965-01-01,3723510,69617708
2939,1965-01-01,593808,64469579
5946,1965-01-01,51841626,30970202
7978,1965-01-01,10563,98058056
2232,1965-01-01,1310556,73261353
6499,1965-01-01,2222178,95471311
8530,1965-01-01,2143153,81581462
2693,1965-01-01,11781581,30489639
1477,1965-01-01,32805538,40403060
7322,1965-01-01,31224081,42556134
4885,1965-01-01,8899092,49672094
7373,1965-01-01,2564270,34938530
3352,1965-01-01,64843,69253153
6771,1965-01-01,19117072,56605532
6070,1965-01-01,126400607,90064085
7426,1965-01-01,3348631,59404664
9065,1965-01-01,2346,40139165
9260,1965-01-01,97024,33207339
7092,1965-01-01,4832,50826289
3283,1965-01-01,129789,7157750
6251,1965-01-01,17273,58059125
7391,1965-01-01,4978922,54707069
5951,1965-01-01,3770874,51153058
1245,1965-01-01,6902989,18329013
3813,1965-01-01,48123,31415778
2946,1965-01-01,2520576,7402128
7069,1965-01-01,1860651,40195874
9088,1965-01-01,4161,90251611
3625,1965-01-01,4363511,68676821
5516,1965-01-01,1669453,57208980
9888,1965-01-01,151495,70675589
6544,1965-01-01,3267593,52370962
6951,1965-01-01,19187194,42463016
7514,1965-01-01,29179407,90076779
1955,1965-01-01,3143622,84805501
7526,1965-01-01,32112015,12701244
7632,1965-01-01,11035224,65636910
4452,1965-01-01,9712785,47917195
9954,1965-01-01,321069,41352220
9171,1965-01-01,7755752,22103137
9995,1965-01-01,5857047,3737103
9598,1965-01-01,5368451,16185412
1623,1965-01-01,13070708,65066037
8108,1965-01-01,2538295,51328176
5605,1965-01-01,11630603,16834609
3514,1965-01-01,30940270,83708293
8258,1965-01-01,507477,41526550
3763,1965-01-01,1820396,91215077
4810,1965-01-01,1896,28417856
7376,1965-01-01,77686,41565817
4402,1965-01-01,928462,16821368
2097,1965-01-01,4457282,54062275
3095,1965-01-01,31374536,24159972
6898,1965-01-01,1897095,16217600
6928,1965-01-01,5548,6838638
3793,1965-01-01,8829056,71743650
8670,1965-01-01,45387091,5644571
3348,1965-01-01,173797,55092066
8898,1965-01-01,54229565,3662305
8163,1965-01-01,189703283,23866298
8338,1965-01-01,2680427,81805174
7220,1965-01-01,10130096,30060703
9145,1965-01-01,74677,64742281
4005,1965-01-01,9688138,97660441
6369,1965-01-01,37466077,2524380
7483,1965-01-01,51206,66644440
7872,1965-01-01,6097298,36875289
9480,1965-01-01,3658024,34664177
2658,1965-01-01,4447149,15422656
2050,1970-01-01,10752971,82099438
5181,1970-01-01,2324731,26100560
4586,1970-01-01,13795915,88531968
9350,1970-01-01,27075,10425951
9230,1970-01-01,19860,64265922
9448,1970-01-01,6029700,82060110
5604,1970-01-01,6283,91506655
8745,1970-01-01,64516,4535054
5231,1970-01-01,23842803,40732059
1972,1970-01-01,2534377,93738957
8217,1970-01-01,59106,60617172
7859,1970-01-01,12595034,59491633
5484,1970-01-01,7465301,52291310
2557,1970-01-01,5425317,98711688
3976,1970-01-01,179129,56453427
5160,1970-01-01,222555,80217975
3421,1970-01-01,67541860,42680327
8963,1970-01-01,241397,68313405
4288,1970-01-01,9170786,79052619
2934,1970-01-01,9629376,80959
1945,1970-01-01,120905,47222930
5854,1970-01-01,3023443,12930379
5017,1970-01-01,52019,85701576
5833,1970-01-01,298894,21650059
8863,1970-01-01,4585693,8178979
2086,1970-01-01,3815561,33289842
6025,1970-01-01,592244,33681694
5643,1970-01-01,96369875,50976533
8750,1970-01-01,9581,9951496
1038,1970-01-01,133343,27446300
4114,1970-01-01,8582950,77504937
3270,1970-01-01,5611666,68944829
5785,1970-01-01,3497834,81655156
1475,1970-01-01,6708525,52106740
2910,1970-01-01,6452787,10540412
4227,1970-01-01,21434577,72666860
5564,1970-01-01,287262,35433607
1710,1970-01-01,10533,667325
1420,1970-01-01,2067356,26243078
9053,1970-01-01,3667394,97319789
8151,1970-01-01,9820481,39935936
4783,1970-01-01,822534450,31599265
8433,1970-01-01,20905254,30776375
2225,1970-01-01,242351,90211785
