country_id,date,population,start,end,current
1038,1960-01-01,85346,01.01.1900,31.12.9999,1
4114,1960-01-01,7891756,01.01.1900,31.12.9999,1
3270,1960-01-01,4783259,01.01.1900,31.12.9999,1
5785,1960-01-01,2746628,01.01.1900,31.12.9999,1
1475,1960-01-01,5541676,01.01.1900,31.12.9999,1
2910,1960-01-01,5117608,01.01.1900,31.12.9999,1
4227,1960-01-01,17909356,01.01.1900,31.12.9999,1
5564,1960-01-01,209849,01.01.1900,31.12.9999,1
1710,1960-01-01,8473,01.01.1900,31.12.9999,1
1420,1960-01-01,1679728,01.01.1900,31.12.9999,1
9053,1960-01-01,3028688,01.01.1900,31.12.9999,1
8151,1960-01-01,8141820,01.01.1900,31.12.9999,1
4783,1960-01-01,654170692,01.01.1900,31.12.9999,1
8433,1960-01-01,15687688,01.01.1900,31.12.9999,1
2225,1960-01-01,194852,01.01.1900,31.12.9999,1
1998,1960-01-01,17631,01.01.1900,31.12.9999,1
5481,1960-01-01,1346302,01.01.1900,31.12.9999,1
9225,1960-01-01,4215324,01.01.1900,31.12.9999,1
5830,1960-01-01,7267395,01.01.1900,31.12.9999,1
5520,1960-01-01,585725,01.01.1900,31.12.9999,1
9936,1960-01-01,4581727,01.01.1900,31.12.9999,1
8382,1960-01-01,85940,01.01.1900,31.12.9999,1
1484,1960-01-01,59379,01.01.1900,31.12.9999,1
4632,1960-01-01,3298021,01.01.1900,31.12.9999,1
8990,1960-01-01,4618158,01.01.1900,31.12.9999,1
5730,1960-01-01,27034499,01.01.1900,31.12.9999,1
8331,1960-01-01,2779327,01.01.1900,31.12.9999,1
5493,1960-01-01,267351,01.01.1900,31.12.9999,1
1933,1960-01-01,993568,01.01.1900,31.12.9999,1
4556,1960-01-01,1218064,01.01.1900,31.12.9999,1
2855,1960-01-01,345065,01.01.1900,31.12.9999,1
1077,1960-01-01,21739710,01.01.1900,31.12.9999,1
1812,1960-01-01,2265,01.01.1900,31.12.9999,1
8902,1960-01-01,34154,01.01.1900,31.12.9999,1
2666,1960-01-01,401841,01.01.1900,31.12.9999,1
8325,1960-01-01,4430173,01.01.1900,31.12.9999,1
2491,1960-01-01,45659575,01.01.1900,31.12.9999,1
6137,1960-01-01,31125,01.01.1900,31.12.9999,1
1540,1960-01-01,84851,01.01.1900,31.12.9999,1
9323,1960-01-01,513340,01.01.1900,31.12.9999,1
1968,1960-01-01,399649,01.01.1900,31.12.9999,1
6192,1960-01-01,4051492,01.01.1900,31.12.9999,1
2447,1960-01-01,73063695,01.01.1900,31.12.9999,1
1680,1960-01-01,6911510,01.01.1900,31.12.9999,1
5059,1960-01-01,21822,01.01.1900,31.12.9999,1
7791,1960-01-01,8495415,01.01.1900,31.12.9999,1
9550,1960-01-01,32124,01.01.1900,31.12.9999,1
1866,1960-01-01,93772,01.01.1900,31.12.9999,1
1376,1960-01-01,276976,01.01.1900,31.12.9999,1
8106,1960-01-01,72374,01.01.1900,31.12.9999,1
8657,1960-01-01,4098352,01.01.1900,31.12.9999,1
9599,1960-01-01,3516814,01.01.1900,31.12.9999,1
5294,1960-01-01,577933,01.01.1900,31.12.9999,1
2843,1960-01-01,571990,01.01.1900,31.12.9999,1
6415,1960-01-01,3901139,01.01.1900,31.12.9999,1
1086,1960-01-01,2078617,01.01.1900,31.12.9999,1
7703,1960-01-01,3114671,01.01.1900,31.12.9999,1
9064,1960-01-01,9982610,01.01.1900,31.12.9999,1
7843,1960-01-01,175566,01.01.1900,31.12.9999,1
7159,1960-01-01,445954579,01.01.1900,31.12.9999,1
3993,1960-01-01,88382881,01.01.1900,31.12.9999,1
7987,1960-01-01,21388806,01.01.1900,31.12.9999,1
3959,1960-01-01,7084678,01.01.1900,31.12.9999,1
7100,1960-01-01,2811067,01.01.1900,31.12.9999,1
3808,1960-01-01,48793,01.01.1900,31.12.9999,1
9089,1960-01-01,1902247,01.01.1900,31.12.9999,1
5288,1960-01-01,49517707,01.01.1900,31.12.9999,1
6674,1960-01-01,1642331,01.01.1900,31.12.9999,1
6552,1960-01-01,94464839,01.01.1900,31.12.9999,1
4363,1960-01-01,847936,01.01.1900,31.12.9999,1
4450,1960-01-01,9319283,01.01.1900,31.12.9999,1
3754,1960-01-01,7751435,01.01.1900,31.12.9999,1
5939,1960-01-01,47093,01.01.1900,31.12.9999,1
5927,1960-01-01,305415,01.01.1900,31.12.9999,1
8847,1960-01-01,2216530,01.01.1900,31.12.9999,1
1313,1960-01-01,2122532,01.01.1900,31.12.9999,1
3111,1960-01-01,2154251,01.01.1900,31.12.9999,1
1899,1960-01-01,1798092,01.01.1900,31.12.9999,1
1612,1960-01-01,737838,01.01.1900,31.12.9999,1
9882,1960-01-01,1137026,01.01.1900,31.12.9999,1
9669,1960-01-01,1426986,01.01.1900,31.12.9999,1
3125,1960-01-01,16472,01.01.1900,31.12.9999,1
9898,1960-01-01,2875684,01.01.1900,31.12.9999,1
7830,1960-01-01,314168,01.01.1900,31.12.9999,1
3497,1960-01-01,5073342,01.01.1900,31.12.9999,1
3592,1960-01-01,3621081,01.01.1900,31.12.9999,1
6262,1960-01-01,7833782,01.01.1900,31.12.9999,1
2701,1960-01-01,91650,01.01.1900,31.12.9999,1
4228,1960-01-01,5346792,01.01.1900,31.12.9999,1
3964,1960-01-01,337628,01.01.1900,31.12.9999,1
8099,1960-01-01,15374,01.01.1900,31.12.9999,1
6596,1960-01-01,290092,01.01.1900,31.12.9999,1
2777,1960-01-01,838478,01.01.1900,31.12.9999,1
2792,1960-01-01,676683,01.01.1900,31.12.9999,1
6400,1960-01-01,26165,01.01.1900,31.12.9999,1
9800,1960-01-01,36268055,01.01.1900,31.12.9999,1
8489,1960-01-01,200558,01.01.1900,31.12.9999,1
1367,1960-01-01,3133267,01.01.1900,31.12.9999,1
2641,1960-01-01,21797,01.01.1900,31.12.9999,1
9877,1960-01-01,977903,01.01.1900,31.12.9999,1
1357,1960-01-01,473046,01.01.1900,31.12.9999,1
6446,1960-01-01,12100,01.01.1900,31.12.9999,1
3324,1960-01-01,11769774,01.01.1900,31.12.9999,1
9850,1960-01-01,6788375,01.01.1900,31.12.9999,1
7797,1960-01-01,21720697,01.01.1900,31.12.9999,1
2703,1960-01-01,590181,01.01.1900,31.12.9999,1
9288,1960-01-01,4582,01.01.1900,31.12.9999,1
3315,1960-01-01,10167941,01.01.1900,31.12.9999,1
7531,1960-01-01,11493117,01.01.1900,31.12.9999,1
5635,1960-01-01,81236,01.01.1900,31.12.9999,1
1811,1960-01-01,2381189,01.01.1900,31.12.9999,1
6130,1960-01-01,1789684,01.01.1900,31.12.9999,1
1507,1960-01-01,3497431,01.01.1900,31.12.9999,1
4777,1960-01-01,44928342,01.01.1900,31.12.9999,1
7875,1960-01-01,4876,01.01.1900,31.12.9999,1
4718,1960-01-01,11655666,01.01.1900,31.12.9999,1
6127,1960-01-01,1462368,01.01.1900,31.12.9999,1
1019,1960-01-01,8702,01.01.1900,31.12.9999,1
4283,1960-01-01,3581520,01.01.1900,31.12.9999,1
2939,1960-01-01,536553,01.01.1900,31.12.9999,1
5946,1960-01-01,45954226,01.01.1900,31.12.9999,1
7978,1960-01-01,9446,01.01.1900,31.12.9999,1
2232,1960-01-01,1126989,01.01.1900,31.12.9999,1
6499,1960-01-01,1985666,01.01.1900,31.12.9999,1
8530,1960-01-01,1894829,01.01.1900,31.12.9999,1
2693,1960-01-01,10172207,01.01.1900,31.12.9999,1
1477,1960-01-01,28486871,01.01.1900,31.12.9999,1
7322,1960-01-01,29509903,01.01.1900,31.12.9999,1
4885,1960-01-01,8882469,01.01.1900,31.12.9999,1
7373,1960-01-01,2365072,01.01.1900,31.12.9999,1
3352,1960-01-01,36385,01.01.1900,31.12.9999,1
6771,1960-01-01,18458008,01.01.1900,31.12.9999,1
6070,1960-01-01,119735095,01.01.1900,31.12.9999,1
7426,1960-01-01,2966162,01.01.1900,31.12.9999,1
9065,1960-01-01,2193,01.01.1900,31.12.9999,1
9260,1960-01-01,91614,01.01.1900,31.12.9999,1
7092,1960-01-01,4135,01.01.1900,31.12.9999,1
3283,1960-01-01,113335,01.01.1900,31.12.9999,1
6251,1960-01-01,15556,01.01.1900,31.12.9999,1
7391,1960-01-01,4165563,01.01.1900,31.12.9999,1
5951,1960-01-01,3273177,01.01.1900,31.12.9999,1
1245,1960-01-01,6579989,01.01.1900,31.12.9999,1
3813,1960-01-01,43167,01.01.1900,31.12.9999,1
2946,1960-01-01,2301310,01.01.1900,31.12.9999,1
7069,1960-01-01,1601079,01.01.1900,31.12.9999,1
9088,1960-01-01,2646,01.01.1900,31.12.9999,1
3625,1960-01-01,4124239,01.01.1900,31.12.9999,1
5516,1960-01-01,1599571,01.01.1900,31.12.9999,1
9888,1960-01-01,133440,01.01.1900,31.12.9999,1
6544,1960-01-01,2870732,01.01.1900,31.12.9999,1
6951,1960-01-01,16520441,01.01.1900,31.12.9999,1
7514,1960-01-01,25817529,01.01.1900,31.12.9999,1
1955,1960-01-01,2907724,01.01.1900,31.12.9999,1
7526,1960-01-01,30415591,01.01.1900,31.12.9999,1
7632,1960-01-01,9783871,01.01.1900,31.12.9999,1
4452,1960-01-01,8326462,01.01.1900,31.12.9999,1
9954,1960-01-01,268396,01.01.1900,31.12.9999,1
9171,1960-01-01,7492895,01.01.1900,31.12.9999,1
9995,1960-01-01,5328273,01.01.1900,31.12.9999,1
9598,1960-01-01,4610712,01.01.1900,31.12.9999,1
1623,1960-01-01,10983147,01.01.1900,31.12.9999,1
8108,1960-01-01,2131992,01.01.1900,31.12.9999,1
5605,1960-01-01,10042458,01.01.1900,31.12.9999,1
3514,1960-01-01,26596584,01.01.1900,31.12.9999,1
8258,1960-01-01,468573,01.01.1900,31.12.9999,1
3763,1960-01-01,1651367,01.01.1900,31.12.9999,1
4810,1960-01-01,1795,01.01.1900,31.12.9999,1
7376,1960-01-01,67428,01.01.1900,31.12.9999,1
4402,1960-01-01,847063,01.01.1900,31.12.9999,1
2097,1960-01-01,4195467,01.01.1900,31.12.9999,1
3095,1960-01-01,27510980,01.01.1900,31.12.9999,1
6898,1960-01-01,1602052,01.01.1900,31.12.9999,1
6928,1960-01-01,5404,01.01.1900,31.12.9999,1
3793,1960-01-01,7617746,01.01.1900,31.12.9999,1
8670,1960-01-01,42767251,01.01.1900,31.12.9999,1
3348,1960-01-01,133426,01.01.1900,31.12.9999,1
8898,1960-01-01,52543017,01.01.1900,31.12.9999,1
8163,1960-01-01,176188578,01.01.1900,31.12.9999,1
8338,1960-01-01,2529021,01.01.1900,31.12.9999,1
7220,1960-01-01,8372311,01.01.1900,31.12.9999,1
9145,1960-01-01,64608,01.01.1900,31.12.9999,1
4005,1960-01-01,8156937,01.01.1900,31.12.9999,1
6369,1960-01-01,32718461,01.01.1900,31.12.9999,1
7483,1960-01-01,33023,01.01.1900,31.12.9999,1
7872,1960-01-01,5542459,01.01.1900,31.12.9999,1
9480,1960-01-01,3119430,01.01.1900,31.12.9999,1
2658,1960-01-01,3806310,01.01.1900,31.12.9999,1
2050,1965-01-01,9565147,01.01.1900,31.12.9999,1
5181,1965-01-01,2009789,01.01.1900,31.12.9999,1
4586,1965-01-01,12381256,01.01.1900,31.12.9999,1
9350,1965-01-01,23391,01.01.1900,31.12.9999,1
9230,1965-01-01,13563,01.01.1900,31.12.9999,1
9448,1965-01-01,5736582,01.01.1900,31.12.9999,1
5604,1965-01-01,6018,01.01.1900,31.12.9999,1
8745,1965-01-01,59644,01.01.1900,31.12.9999,1
5231,1965-01-01,22053661,01.01.1900,31.12.9999,1
1972,1965-01-01,2234051,01.01.1900,31.12.9999,1
8217,1965-01-01,58782,01.01.1900,31.12.9999,1
7859,1965-01-01,11359442,01.01.1900,31.12.9999,1
5484,1965-01-01,7269888,01.01.1900,31.12.9999,1
2557,1965-01-01,4837811,01.01.1900,31.12.9999,1
3976,1965-01-01,144849,01.01.1900,31.12.9999,1
5160,1965-01-01,193012,01.01.1900,31.12.9999,1
3421,1965-01-01,58500159,01.01.1900,31.12.9999,1
8963,1965-01-01,237694,01.01.1900,31.12.9999,1
4288,1965-01-01,8854528,01.01.1900,31.12.9999,1
2934,1965-01-01,9412087,01.01.1900,31.12.9999,1
1945,1965-01-01,104838,01.01.1900,31.12.9999,1
5854,1965-01-01,2735843,01.01.1900,31.12.9999,1
5017,1965-01-01,47074,01.01.1900,31.12.9999,1
5833,1965-01-01,255010,01.01.1900,31.12.9999,1
8863,1965-01-01,4115511,01.01.1900,31.12.9999,1
2086,1965-01-01,3565517,01.01.1900,31.12.9999,1
6025,1965-01-01,570975,01.01.1900,31.12.9999,1
5643,1965-01-01,49925799,01.01.1900,31.12.9999,1
8750,1965-01-01,8018,01.01.1900,31.12.9999,1
1038,1965-01-01,107686,01.01.1900,31.12.9999,1
4114,1965-01-01,8245072,01.01.1900,31.12.9999,1
3270,1965-01-01,5157929,01.01.1900,31.12.9999,1
5785,1965-01-01,3118134,01.01.1900,31.12.9999,1
1475,1965-01-01,6170727,01.01.1900,31.12.9999,1
2910,1965-01-01,5690086,01.01.1900,31.12.9999,1
4227,1965-01-01,19688805,01.01.1900,31.12.9999,1
5564,1965-01-01,244156,01.01.1900,31.12.9999,1
1710,1965-01-01,9366,01.01.1900,31.12.9999,1
1420,1965-01-01,1849171,01.01.1900,31.12.9999,1
9053,1965-01-01,3336338,01.01.1900,31.12.9999,1
8151,1965-01-01,8994936,01.01.1900,31.12.9999,1
4783,1965-01-01,723846349,01.01.1900,31.12.9999,1
8433,1965-01-01,18275814,01.01.1900,31.12.9999,1
2225,1965-01-01,214939,01.01.1900,31.12.9999,1
1998,1965-01-01,18767,01.01.1900,31.12.9999,1
5481,1965-01-01,1602736,01.01.1900,31.12.9999,1
9225,1965-01-01,4371381,01.01.1900,31.12.9999,1
5830,1965-01-01,8067651,01.01.1900,31.12.9999,1
5520,1965-01-01,617345,01.01.1900,31.12.9999,1
9936,1965-01-01,4756337,01.01.1900,31.12.9999,1
8382,1965-01-01,108772,01.01.1900,31.12.9999,1
1484,1965-01-01,63744,01.01.1900,31.12.9999,1
4632,1965-01-01,3868712,01.01.1900,31.12.9999,1
8990,1965-01-01,5337351,01.01.1900,31.12.9999,1
5730,1965-01-01,30818469,01.01.1900,31.12.9999,1
8331,1965-01-01,3179506,01.01.1900,31.12.9999,1
5493,1965-01-01,295010,01.01.1900,31.12.9999,1
1933,1965-01-01,1121739,01.01.1900,31.12.9999,1
4556,1965-01-01,1292004,01.01.1900,31.12.9999,1
2855,1965-01-01,388317,01.01.1900,31.12.9999,1
1077,1965-01-01,24727506,01.01.1900,31.12.9999,1
1812,1965-01-01,2308,01.01.1900,31.12.9999,1
8902,1965-01-01,36346,01.01.1900,31.12.9999,1
2666,1965-01-01,469010,01.01.1900,31.12.9999,1
8325,1965-01-01,4564583,01.01.1900,31.12.9999,1
2491,1965-01-01,48168804,01.01.1900,31.12.9999,1
6137,1965-01-01,38946,01.01.1900,31.12.9999,1
1540,1965-01-01,98674,01.01.1900,31.12.9999,1
9323,1965-01-01,547535,01.01.1900,31.12.9999,1
1968,1965-01-01,458908,01.01.1900,31.12.9999,1
6192,1965-01-01,4418592,01.01.1900,31.12.9999,1
2447,1965-01-01,76037469,01.01.1900,31.12.9999,1
1680,1965-01-01,7827726,01.01.1900,31.12.9999,1
5059,1965-01-01,23910,01.01.1900,31.12.9999,1
7791,1965-01-01,8526254,01.01.1900,31.12.9999,1
9550,1965-01-01,38539,01.01.1900,31.12.9999,1
1866,1965-01-01,98226,01.01.1900,31.12.9999,1
1376,1965-01-01,303438,01.01.1900,31.12.9999,1
8106,1965-01-01,80255,01.01.1900,31.12.9999,1
8657,1965-01-01,4744461,01.01.1900,31.12.9999,1
9599,1965-01-01,3845074,01.01.1900,31.12.9999,1
5294,1965-01-01,577638,01.01.1900,31.12.9999,1
2843,1965-01-01,650207,01.01.1900,31.12.9999,1
6415,1965-01-01,4274348,01.01.1900,31.12.9999,1
1086,1965-01-01,2403465,01.01.1900,31.12.9999,1
7703,1965-01-01,3602029,01.01.1900,31.12.9999,1
9064,1965-01-01,10140853,01.01.1900,31.12.9999,1
7843,1965-01-01,192309,01.01.1900,31.12.9999,1
7159,1965-01-01,500114346,01.01.1900,31.12.9999,1
3993,1965-01-01,101157868,01.01.1900,31.12.9999,1
7987,1965-01-01,24667026,01.01.1900,31.12.9999,1
3959,1965-01-01,8270544,01.01.1900,31.12.9999,1
7100,1965-01-01,2852401,01.01.1900,31.12.9999,1
3808,1965-01-01,50057,01.01.1900,31.12.9999,1
9089,1965-01-01,2361088,01.01.1900,31.12.9999,1
5288,1965-01-01,51452854,01.01.1900,31.12.9999,1
6674,1965-01-01,1746977,01.01.1900,31.12.9999,1
6552,1965-01-01,99468746,01.01.1900,31.12.9999,1
4363,1965-01-01,1093474,01.01.1900,31.12.9999,1
4450,1965-01-01,10897644,01.01.1900,31.12.9999,1
3754,1965-01-01,9417207,01.01.1900,31.12.9999,1
5939,1965-01-01,53444,01.01.1900,31.12.9999,1
5927,1965-01-01,513840,01.01.1900,31.12.9999,1
8847,1965-01-01,2615167,01.01.1900,31.12.9999,1
1313,1965-01-01,2379456,01.01.1900,31.12.9999,1
3111,1965-01-01,2287805,01.01.1900,31.12.9999,1
1899,1965-01-01,2087445,01.01.1900,31.12.9999,1
1612,1965-01-01,860220,01.01.1900,31.12.9999,1
9882,1965-01-01,1287315,01.01.1900,31.12.9999,1
9669,1965-01-01,1700072,01.01.1900,31.12.9999,1
3125,1965-01-01,18500,01.01.1900,31.12.9999,1
9898,1965-01-01,3052979,01.01.1900,31.12.9999,1
7830,1965-01-01,329794,01.01.1900,31.12.9999,1
3497,1965-01-01,5780453,01.01.1900,31.12.9999,1
3592,1965-01-01,4089097,01.01.1900,31.12.9999,1
6262,1965-01-01,9091016,01.01.1900,31.12.9999,1
2701,1965-01-01,104566,01.01.1900,31.12.9999,1
4228,1965-01-01,5726382,01.01.1900,31.12.9999,1
3964,1965-01-01,326401,01.01.1900,31.12.9999,1
8099,1965-01-01,18154,01.01.1900,31.12.9999,1
6596,1965-01-01,313791,01.01.1900,31.12.9999,1
2777,1965-01-01,965621,01.01.1900,31.12.9999,1
2792,1965-01-01,758628,01.01.1900,31.12.9999,1
6400,1965-01-01,30165,01.01.1900,31.12.9999,1
9800,1965-01-01,42737991,01.01.1900,31.12.9999,1
8489,1965-01-01,229207,01.01.1900,31.12.9999,1
1367,1965-01-01,3476796,01.01.1900,31.12.9999,1
2641,1965-01-01,23022,01.01.1900,31.12.9999,1
9877,1965-01-01,1134072,01.01.1900,31.12.9999,1
1357,1965-01-01,503188,01.01.1900,31.12.9999,1
6446,1965-01-01,11725,01.01.1900,31.12.9999,1
3324,1965-01-01,13381880,01.01.1900,31.12.9999,1
9850,1965-01-01,7524154,01.01.1900,31.12.9999,1
7797,1965-01-01,24286878,01.01.1900,31.12.9999,1
2703,1965-01-01,657887,01.01.1900,31.12.9999,1
9288,1965-01-01,5804,01.01.1900,31.12.9999,1
3315,1965-01-01,11232951,01.01.1900,31.12.9999,1
7531,1965-01-01,12275791,01.01.1900,31.12.9999,1
5635,1965-01-01,94803,01.01.1900,31.12.9999,1
1811,1965-01-01,2638316,01.01.1900,31.12.9999,1
6130,1965-01-01,2084097,01.01.1900,31.12.9999,1
1507,1965-01-01,4053524,01.01.1900,31.12.9999,1
4777,1965-01-01,49925799,01.01.1900,31.12.9999,1
7875,1965-01-01,5316,01.01.1900,31.12.9999,1
4718,1965-01-01,13105946,01.01.1900,31.12.9999,1
6127,1965-01-01,1547982,01.01.1900,31.12.9999,1
1019,1965-01-01,10229,01.01.1900,31.12.9999,1
4283,1965-01-01,3723510,01.01.1900,31.12.9999,1
2939,1965-01-01,593808,01.01.1900,31.12.9999,1
5946,1965-01-01,51841626,01.01.1900,31.12.9999,1
7978,1965-01-01,10563,01.01.1900,31.12.9999,1
2232,1965-01-01,1310556,01.01.1900,31.12.9999,1
6499,1965-01-01,2222178,01.01.1900,31.12.9999,1
8530,1965-01-01,2143153,01.01.1900,31.12.9999,1
2693,1965-01-01,11781581,01.01.1900,31.12.9999,1
1477,1965-01-01,32805538,01.01.1900,31.12.9999,1
7322,1965-01-01,31224081,01.01.1900,31.12.9999,1
4885,1965-01-01,8899092,01.01.1900,31.12.9999,1
7373,1965-01-01,2564270,01.01.1900,31.12.9999,1
3352,1965-01-01,64843,01.01.1900,31.12.9999,1
6771,1965-01-01,19117072,01.01.1900,31.12.9999,1
6070,1965-01-01,126400607,01.01.1900,31.12.9999,1
7426,1965-01-01,3348631,01.01.1900,31.12.9999,1
9065,1965-01-01,2346,01.01.1900,31.12.9999,1
9260,1965-01-01,97024,01.01.1900,31.12.9999,1
7092,1965-01-01,4832,01.01.1900,31.12.9999,1
3283,1965-01-01,129789,01.01.1900,31.12.9999,1
6251,1965-01-01,17273,01.01.1900,31.12.9999,1
7391,1965-01-01,4978922,01.01.1900,31.12.9999,1
5951,1965-01-01,3770874,01.01.1900,31.12.9999,1
1245,1965-01-01,6902989,01.01.1900,31.12.9999,1
3813,1965-01-01,48123,01.01.1900,31.12.9999,1
2946,1965-01-01,2520576,01.01.1900,31.12.9999,1
7069,1965-01-01,1860651,01.01.1900,31.12.9999,1
9088,1965-01-01,4161,01.01.1900,31.12.9999,1
3625,1965-01-01,4363511,01.01.1900,31.12.9999,1
5516,1965-01-01,1669453,01.01.1900,31.12.9999,1
9888,1965-01-01,151495,01.01.1900,31.12.9999,1
6544,1965-01-01,3267593,01.01.1900,31.12.9999,1
6951,1965-01-01,19187194,01.01.1900,31.12.9999,1
7514,1965-01-01,29179407,01.01.1900,31.12.9999,1
1955,1965-01-01,3143622,01.01.1900,31.12.9999,1
7526,1965-01-01,32112015,01.01.1900,31.12.9999,1
7632,1965-01-01,11035224,01.01.1900,31.12.9999,1
4452,1965-01-01,9712785,01.01.1900,31.12.9999,1
9954,1965-01-01,321069,01.01.1900,31.12.9999,1
9171,1965-01-01,7755752,01.01.1900,31.12.9999,1
9995,1965-01-01,5857047,01.01.1900,31.12.9999,1
9598,1965-01-01,5368451,01.01.1900,31.12.9999,1
1623,1965-01-01,13070708,01.01.1900,31.12.9999,1
8108,1965-01-01,2538295,01.01.1900,31.12.9999,1
5605,1965-01-01,11630603,01.01.1900,31.12.9999,1
3514,1965-01-01,30940270,01.01.1900,31.12.9999,1
8258,1965-01-01,507477,01.01.1900,31.12.9999,1
3763,1965-01-01,1820396,01.01.1900,31.12.9999,1
4810,1965-01-01,1896,01.01.1900,31.12.9999,1
7376,1965-01-01,77686,01.01.1900,31.12.9999,1
4402,1965-01-01,928462,01.01.1900,31.12.9999,1
2097,1965-01-01,4457282,01.01.1900,31.12.9999,1
3095,1965-01-01,31374536,01.01.1900,31.12.9999,1
6898,1965-01-01,1897095,01.01.1900,31.12.9999,1
6928,1965-01-01,5548,01.01.1900,31.12.9999,1
3793,1965-01-01,8829056,01.01.1900,31.12.9999,1
8670,1965-01-01,45387091,01.01.1900,31.12.9999,1
3348,1965-01-01,173797,01.01.1900,31.12.9999,1
8898,1965-01-01,54229565,01.01.1900,31.12.9999,1
8163,1965-01-01,189703283,01.01.1900,31.12.9999,1
8338,1965-01-01,2680427,01.01.1900,31.12.9999,1
7220,1965-01-01,10130096,01.01.1900,31.12.9999,1
9145,1965-01-01,74677,01.01.1900,31.12.9999,1
4005,1965-01-01,9688138,01.01.1900,31.12.9999,1
6369,1965-01-01,37466077,01.01.1900,31.12.9999,1
7483,1965-01-01,51206,01.01.1900,31.12.9999,1
7872,1965-01-01,6097298,01.01.1900,31.12.9999,1
9480,1965-01-01,3658024,01.01.1900,31.12.9999,1
2658,1965-01-01,4447149,01.01.1900,31.12.9999,1
2050,1970-01-01,10752971,01.01.1900,31.12.9999,1
5181,1970-01-01,2324731,01.01.1900,31.12.9999,1
4586,1970-01-01,13795915,01.01.1900,31.12.9999,1
9350,1970-01-01,27075,01.01.1900,31.12.9999,1
9230,1970-01-01,19860,01.01.1900,31.12.9999,1
9448,1970-01-01,6029700,01.01.1900,31.12.9999,1
5604,1970-01-01,6283,01.01.1900,31.12.9999,1
8745,1970-01-01,64516,01.01.1900,31.12.9999,1
5231,1970-01-01,23842803,01.01.1900,31.12.9999,1
1972,1970-01-01,2534377,01.01.1900,31.12.9999,1
8217,1970-01-01,59106,01.01.1900,31.12.9999,1
7859,1970-01-01,12595034,01.01.1900,31.12.9999,1
5484,1970-01-01,7465301,01.01.1900,31.12.9999,1
2557,1970-01-01,5425317,01.01.1900,31.12.9999,1
3976,1970-01-01,179129,01.01.1900,31.12.9999,1
5160,1970-01-01,222555,01.01.1900,31.12.9999,1
3421,1970-01-01,67541860,01.01.1900,31.12.9999,1
8963,1970-01-01,241397,01.01.1900,31.12.9999,1
4288,1970-01-01,9170786,01.01.1900,31.12.9999,1
2934,1970-01-01,9629376,01.01.1900,31.12.9999,1
1945,1970-01-01,120905,01.01.1900,31.12.9999,1
5854,1970-01-01,3023443,01.01.1900,31.12.9999,1
5017,1970-01-01,52019,01.01.1900,31.12.9999,1
5833,1970-01-01,298894,01.01.1900,31.12.9999,1
8863,1970-01-01,4585693,01.01.1900,31.12.9999,1
2086,1970-01-01,3815561,01.01.1900,31.12.9999,1
6025,1970-01-01,592244,01.01.1900,31.12.9999,1
5643,1970-01-01,96369875,01.01.1900,31.12.9999,1
8750,1970-01-01,9581,01.01.1900,31.12.9999,1
1038,1970-01-01,133343,01.01.1900,31.12.9999,1
4114,1970-01-01,8582950,01.01.1900,31.12.9999,1
3270,1970-01-01,5611666,01.01.1900,31.12.9999,1
5785,1970-01-01,3497834,01.01.1900,31.12.9999,1
1475,1970-01-01,6708525,01.01.1900,31.12.9999,1
2910,1970-01-01,6452787,01.01.1900,31.12.9999,1
4227,1970-01-01,21434577,01.01.1900,31.12.9999,1
5564,1970-01-01,287262,01.01.1900,31.12.9999,1
1710,1970-01-01,10533,01.01.1900,31.12.9999,1
1420,1970-01-01,2067356,01.01.1900,31.12.9999,1
9053,1970-01-01,3667394,01.01.1900,31.12.9999,1
8151,1970-01-01,9820481,01.01.1900,31.12.9999,1
4783,1970-01-01,822534450,01.01.1900,31.12.9999,1
8433,1970-01-01,20905254,01.01.1900,31.12.9999,1
2225,1970-01-01,242351,01.01.1900,31.12.9999,1
1998,1970-01-01,20470,01.01.1900,31.12.9999,1
5481,1970-01-01,1855697,01.01.1900,31.12.9999,1
9225,1970-01-01,4492638,01.01.1900,31.12.9999,1
5830,1970-01-01,8869636,01.01.1900,31.12.9999,1
5520,1970-01-01,640804,01.01.1900,31.12.9999,1
9936,1970-01-01,4922963,01.01.1900,31.12.9999,1
8382,1970-01-01,144379,01.01.1900,31.12.9999,1
1484,1970-01-01,68895,01.01.1900,31.12.9999,1
4632,1970-01-01,4475871,01.01.1900,31.12.9999,1
8990,1970-01-01,6172215,01.01.1900,31.12.9999,1
5730,1970-01-01,34781986,01.01.1900,31.12.9999,1
8331,1970-01-01,3619090,01.01.1900,31.12.9999,1
5493,1970-01-01,316955,01.01.1900,31.12.9999,1
1933,1970-01-01,1272748,01.01.1900,31.12.9999,1
4556,1970-01-01,1361999,01.01.1900,31.12.9999,1
2855,1970-01-01,442865,01.01.1900,31.12.9999,1
1077,1970-01-01,28308246,01.01.1900,31.12.9999,1
1812,1970-01-01,2274,01.01.1900,31.12.9999,1
8902,1970-01-01,38416,01.01.1900,31.12.9999,1
2666,1970-01-01,527634,01.01.1900,31.12.9999,1
8325,1970-01-01,4606621,01.01.1900,31.12.9999,1
2491,1970-01-01,50523586,01.01.1900,31.12.9999,1
6137,1970-01-01,46484,01.01.1900,31.12.9999,1
1540,1970-01-01,117891,01.01.1900,31.12.9999,1
9323,1970-01-01,597192,01.01.1900,31.12.9999,1
